선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
강진성,SSG,16,0,0,0,-,0,0
고명준,SSG,106,7,3,4,42.9,1,1
김민식,SSG,45,0,0,0,-,1,0
김성현,SSG,71,2,2,0,100,0,0
김찬형,SSG,5,0,0,0,-,0,0
김창평,SSG,6,1,1,0,100,0,0
류효승,SSG,1,0,0,0,-,0,0
문승원,SSG,6,0,0,0,-,0,0
박민호,SSG,1,0,0,0,-,0,0
박성한,SSG,137,16,13,3,81.3,4,1
박지환,SSG,76,11,8,3,72.7,4,0
신범수,SSG,11,0,0,0,-,0,0
안상현,SSG,37,2,1,1,50.0,0,0
에레디아,SSG,136,7,4,3,57.1,7,0
오태곤,SSG,117,31,27,4,87.1,0,1
이로운,SSG,3,0,0,0,-,0,0
이지영,SSG,123,9,8,1,88.9,0,0
전의산,SSG,34,1,0,1,0.0,0,0
정준재,SSG,88,21,16,5,76.2,4,0
정현승,SSG,23,1,1,0,100,1,0
조병현,SSG,3,0,0,0,-,0,0
조형우,SSG,19,0,0,0,-,0,0
채현우,SSG,1,0,0,0,-,0,0
최경모,SSG,50,9,6,3,66.7,0,0
최민창,SSG,7,0,0,0,-,0,0
최상민,SSG,43,3,2,1,66.7,0,0
최정,SSG,129,6,5,1,83.3,4,0
최준우,SSG,18,0,0,0,-,0,0
최지훈,SSG,125,37,32,5,86.5,2,0
추신수,SSG,78,6,5,1,83.3,3,0
하재훈,SSG,107,17,15,2,88.2,1,0
한두솔,SSG,1,0,0,0,-,0,0
한유섬,SSG,132,1,0,1,0.0,0,0
현원회,SSG,1,0,0,0,-,0,0
